,DAY,Away,Home,Network,Date,Season,Game_id,Average Viewers (000),Away P2+ IMP,Home P2+ IMP,Away_DMA_TV_Households_Millions,Home_DMA_TV_Households_Millions,Total Viewership,Percent_Tickets_Sold,Total_All_Stars,Home_All_Star,Away_All_Star,Month,Day_of_Week,Home_Top_Jersey_Sellers,Away_Top_Jersey_Sellers,Holiday,Weekend,Weekday,Total_Top_Jersey_Sellers,Past_Playoff_Teams,Rivalry,Home_Pace_Rating,Away_Pace_Rating,Home_Elo,Away_Elo,Web_Viewing
2854,Sat,IND,DEN,Regional,2014-12-20,2014,21400398,0,23,20,1.09,1.63,43,0.4748107543722266,0,0,0,12,5,0,1,0,1,0,1,0,0,100.6,97.2,1475.643305,1446.936676,17085
2855,Sat,MIL,LAC,Regional,2014-12-20,2014,21400399,0,11,103,0.9,5.48,114,1,2,2,0,12,5,2,0,0,1,0,2,0,0,98.7,98.6,1651.721616,1388.856058,34624
2856,Sun,NYK,TOR,Regional,2014-12-21,2014,21400400,0,41,0,7.35,2.86,41,1,2,1,1,12,6,2,1,0,1,0,3,0,0,97.2,95.3,1622.597935,1369.824582,85665
2857,Sun,MEM,CLE,Regional,2014-12-21,2014,21400401,0,24.1,177,0.63,1.5,201.1,1,3,2,1,12,6,2,0,0,1,0,2,0,0,95.9,95.9,1542.5363539999998,1652.090367,54664
2858,Sun,LAL,SAC,Regional,2014-12-21,2014,21400402,0,109,36,5.48,1.38,145,1,2,1,1,12,6,0,2,0,1,0,2,0,0,99.7,98.4,1438.512993,1357.300847,84029
2859,Sun,DET,BRK,NBA TV,2014-12-21,2014,21400403,104,23,30,1.85,7.35,157,1,0,0,0,12,6,0,0,0,1,0,0,0,0,97,96.7,1458.436995,1280.774607,19232
2860,Sun,BOS,MIA,Regional,2014-12-21,2014,21400404,0,81,84,2.42,1.7,165,1,2,2,0,12,6,1,0,0,1,0,1,0,0,94.3,100,1484.6238230000001,1392.482923,57573
2861,Sun,PHI,ORL,Regional,2014-12-21,2014,21400405,0,29,5,2.94,1.52,34,0.6642258304149422,0,0,0,12,6,0,0,0,1,0,0,0,0,97,99.8,1308.873675,1210.4523570000001,29166
2862,Sun,PHX,WAS,Regional,2014-12-21,2014,21400406,0,27,48,1.89,2.48,75,0.7888583218707015,1,1,0,12,6,2,0,0,1,0,2,0,0,98.2,100.5,1579.287628,1539.615251,25341
2863,Sun,IND,MIN,Regional,2014-12-21,2014,21400407,0,25,12,1.09,1.74,37,0.31091134531928083,0,0,0,12,6,1,1,0,1,0,2,0,0,98.4,97.2,1362.352393,1451.540301,18894
2864,Sun,NOP,OKC,Regional,2014-12-21,2014,21400408,0,5.6,51.7,0.64,0.72,57.3,1,3,2,1,12,6,2,1,0,1,0,3,0,0,100,95.1,1569.960852,1478.585649,26389
2865,Mon,DEN,CHA,Regional,2014-12-22,2014,21400409,0,4,15,1.63,1.19,19,0.7731299470566649,0,0,0,12,0,0,0,0,0,1,0,0,0,97.2,100.6,1431.6462800000002,1452.098209,23656
2866,Mon,TOR,CHI,Regional,2014-12-22,2014,21400410,0,0,224,2.86,3.46,224,1,3,2,1,12,0,3,2,0,0,1,5,0,0,97,97.2,1602.746979,1612.2762050000001,140383
2867,Mon,POR,HOU,Regional,2014-12-22,2014,21400411,0,116,63,1.14,2.45,179,1,3,1,2,12,0,1,1,0,0,1,2,1,0,101.5,97.9,1633.310297,1642.559555,68778
2868,Mon,UTA,MEM,Regional,2014-12-22,2014,21400412,0,27.8,22.7,0.92,0.63,50.5,0.8754898173188366,1,1,0,12,0,0,0,0,0,1,0,0,0,95.9,93.7,1642.1262869999998,1362.8681060000001,21993
2869,Mon,ATL,DAL,Regional,2014-12-22,2014,21400413,0,57,101,2.41,2.71,158,1,5,1,4,12,0,2,0,0,0,1,2,0,0,99.6,97.3,1612.576647,1601.210224,59269
2870,Mon,LAC,SAS,Regional,2014-12-22,2014,21400414,0,79,79,5.48,0.94,158,1,3,1,2,12,0,4,2,0,0,1,6,0,0,98.1,98.7,1687.700932,1643.826043,58056
2871,Mon,SAC,GSW,Regional,2014-12-22,2014,21400415,0,41,159,1.38,2.49,200,1,3,2,1,12,0,2,0,0,0,1,2,0,0,101,99.7,1699.535564,1430.842033,51874
2872,Tue,MIN,CLE,NBA TV,2014-12-23,2014,21400416,357,39,230,1.74,1.5,626,1,2,2,0,12,1,2,1,0,0,1,3,0,0,95.9,98.4,1549.782134,1351.988578,59882
2873,Tue,NOP,IND,Regional,2014-12-23,2014,21400417,0,8.11,33,0.64,1.09,41.11,0.9087255711533168,1,0,1,12,1,1,1,0,0,1,2,0,0,97.2,95.1,1463.3889550000001,1466.311041,23523
2874,Tue,BOS,ORL,Regional,2014-12-23,2014,21400418,0,44,13,2.42,1.52,57,0.8559906611482543,0,0,0,12,1,0,0,0,0,1,0,0,0,97,100,1317.460032,1384.329348,38941
2875,Tue,CHI,WAS,Regional,2014-12-23,2014,21400419,0,228,33,3.46,2.48,261,1,3,1,2,12,1,2,3,0,0,1,5,1,0,98.2,97,1571.308988,1611.058191,107069
2876,Tue,LAC,ATL,Regional,2014-12-23,2014,21400420,0,81,93,5.48,2.41,174,1,6,4,2,12,1,0,2,0,0,1,2,0,0,97.3,98.7,1607.207824,1637.7599189999999,44645
2877,Tue,DEN,BRK,Regional,2014-12-23,2014,21400421,0,18,64,1.63,7.35,82,0.9264606361380556,0,0,0,12,1,0,0,0,0,1,0,0,0,97,100.6,1465.433462,1444.4678509999999,19851
2878,Tue,PHI,MIA,Regional,2014-12-23,2014,21400422,0,32,97,2.94,1.7,129,1,2,2,0,12,1,1,0,0,0,1,1,0,0,94.3,99.8,1476.554118,1223.883594,42082
2879,Tue,CHA,MIL,Regional,2014-12-23,2014,21400423,0,20.4,13,1.19,0.9,33.4,0.5657423732435753,0,0,0,12,1,0,0,0,0,1,0,0,0,98.6,97.2,1381.797269,1438.783802,27109
2880,Tue,POR,OKC,Regional,2014-12-23,2014,21400424,0,78,61.09,1.14,0.72,139.09,1,4,2,2,12,1,2,1,0,0,1,3,0,0,100,97.9,1565.046815,1647.305664,55576
2881,Tue,DAL,PHX,Regional,2014-12-23,2014,21400425,0,113,39,2.71,1.89,152,0.8982284602849182,1,0,1,12,1,0,2,0,0,1,2,0,0,100.5,99.6,1551.1149070000001,1601.476168,48168
2882,Tue,GSW,LAL,Regional,2014-12-23,2014,21400426,0,170,183,2.49,5.48,353,1,3,1,2,12,1,2,2,0,0,1,4,0,0,98.4,101,1379.894134,1685.235706,116809
2883,Thu,OKC,SAS,ABC,2014-12-25,2014,21400428,5885,0,0,0.72,0.94,5885,1,3,1,2,12,3,4,2,1,0,1,6,1,0,98.1,100,1677.381369,1578.527279,74976
2884,Thu,CLE,MIA,ABC,2014-12-25,2014,21400429,9328,0,0,1.5,1.7,9328,1,4,2,2,12,3,1,2,1,0,1,3,0,0,94.3,95.9,1488.824255,1537.9427779999999,104173
2885,Thu,LAL,CHI,TNT,2014-12-25,2014,21400430,4040,0,0,5.48,3.46,4040,1,3,2,1,12,3,3,2,1,0,1,5,0,0,97,98.4,1616.4722789999998,1371.4918369999998,178600
2886,Thu,GSW,LAC,TNT,2014-12-25,2014,21400431,3076,0,0,2.49,5.48,3076,1,4,2,2,12,3,2,2,1,0,1,4,1,0,98.7,101,1651.779168,1671.161909,48337
2887,Thu,WAS,NYK,ESPN,2014-12-25,2014,21400427,3042,19,157,2.48,7.35,3218,1,2,1,1,12,3,1,2,1,0,1,3,0,0,95.3,98.2,1364.1033320000001,1575.836039,44583
2888,Fri,BRK,BOS,Regional,2014-12-26,2014,21400432,0,21,51,7.35,2.42,72,1,0,0,0,12,4,0,0,0,0,1,0,0,0,100,97,1380.660822,1468.930543,33667
2889,Fri,CLE,ORL,Regional,2014-12-26,2014,21400433,0,167,26,1.5,1.52,193,1,2,0,2,12,4,0,2,0,0,1,2,0,0,97,95.9,1312.733356,1541.573465,59091
2890,Fri,MIL,ATL,Regional,2014-12-26,2014,21400434,0,20,50,0.9,2.41,70,1,4,4,0,12,4,0,0,0,0,1,0,0,0,97.3,98.6,1579.955657,1423.700249,29289
2891,Fri,IND,DET,Regional,2014-12-26,2014,21400435,0,32,41,1.09,1.85,73,0.34274698312553203,0,0,0,12,4,0,1,0,0,1,1,0,0,96.7,97.2,1297.242642,1449.969748,26663
2892,Fri,HOU,MEM,Regional,2014-12-26,2014,21400436,0,86,29.41,2.45,0.63,115.41,1,2,1,1,12,4,0,1,0,0,1,1,0,0,95.9,101.5,1634.832345,1641.295515,80667
2893,Fri,SAS,NOP,Regional,2014-12-26,2014,21400437,0,70,15.3,0.94,0.64,85.3,1,2,1,1,12,4,1,4,0,0,1,5,0,0,95.1,98.1,1480.552051,1666.280254,47342
2894,Fri,CHA,OKC,NBA TV,2014-12-26,2014,21400438,489,19,45.6,1.19,0.72,553.6,1,2,2,0,12,4,2,0,0,0,1,2,0,0,100,97.2,1587.898919,1426.208925,34305
2895,Fri,LAL,DAL,Regional,2014-12-26,2014,21400439,0,245,97,5.48,2.71,342,1,2,1,1,12,4,2,2,0,0,1,4,0,0,99.6,98.4,1603.57935,1368.23405,89879
2896,Fri,MIN,DEN,Regional,2014-12-26,2014,21400440,0,38,32,1.74,1.63,70,0.5156356042808666,0,0,0,12,4,0,1,0,0,1,1,0,0,100.6,98.4,1448.523048,1346.935073,16858
2897,Fri,PHI,POR,Regional,2014-12-26,2014,21400441,0,26,176,2.94,1.14,202,1,2,2,0,12,4,1,0,0,0,1,1,0,0,97.9,99.8,1649.225643,1219.764281,61072
2898,Fri,PHX,SAC,Regional,2014-12-26,2014,21400442,0,56,35,1.89,1.38,91,1,1,1,0,12,4,0,0,0,0,1,0,0,0,99.7,100.5,1424.2423119999999,1557.03771,30877
2899,Sat,TOR,LAC,Regional,2014-12-27,2014,21400443,0,0,59,2.86,5.48,59,1,3,2,1,12,5,2,2,0,1,0,4,0,0,98.7,97.2,1640.126112,1625.652493,69761
2900,Sat,ORL,CHA,Regional,2014-12-27,2014,21400444,0,8,5.4,1.52,1.19,13.4,1,0,0,0,12,5,0,0,0,1,0,0,0,0,97.2,97,1416.0075550000001,1325.8694189999999,30596
2901,Sat,BOS,WAS,Regional,2014-12-27,2014,21400445,0,31,69,2.42,2.48,100,1,1,1,0,12,5,2,0,0,1,0,2,0,0,98.2,100,1580.700103,1373.5356279999999,38588
2902,Sat,MEM,MIA,NBA TV,2014-12-27,2014,21400446,306,27.41,117,0.63,1.7,450.41,1,3,2,1,12,5,1,0,0,1,0,1,0,0,94.3,95.9,1483.141511,1639.7334460000002,51687
2903,Sat,NOP,CHI,Regional,2014-12-27,2014,21400447,0,10.9,384,0.64,3.46,394.9,1,3,2,1,12,5,3,1,0,1,0,4,0,0,97,95.1,1620.913826,1474.628073,72795
2904,Sat,IND,BRK,Regional,2014-12-27,2014,21400448,0,43,59,1.09,7.35,102,1,0,0,0,12,5,0,1,0,1,0,1,0,0,97,97.2,1450.470243,1470.498279,21671
2905,Sat,ATL,MIL,Regional,2014-12-27,2014,21400449,0,52,19,2.41,0.9,71,0.7938772239140888,4,0,4,12,5,0,0,0,1,0,0,0,0,98.6,97.3,1419.438635,1583.573263,32367
2906,Sat,PHI,UTA,Regional,2014-12-27,2014,21400450,0,17,33.9,2.94,0.92,50.9,0.8974436241273668,0,0,0,12,5,0,0,0,1,0,0,0,0,93.7,99.8,1370.3474019999999,1209.6753800000001,24795
2907,Sat,NYK,SAC,NBA TV,2014-12-27,2014,21400451,354,149,42,7.35,1.38,545,1,2,1,1,12,5,0,1,0,1,0,1,0,0,99.7,95.3,1429.922115,1357.372032,34747
2908,Sat,MIN,GSW,Regional,2014-12-27,2014,21400452,0,17,121,1.74,2.49,138,1,2,2,0,12,5,2,1,0,1,0,3,0,0,101,98.4,1673.612844,1342.5026460000001,37408
2909,Sun,DET,CLE,Regional,2014-12-28,2014,21400453,0,12,139,1.85,1.5,151,1,2,2,0,12,6,2,0,0,1,0,2,0,0,95.9,96.7,1518.816818,1333.319739,53746
2910,Sun,HOU,SAS,Regional,2014-12-28,2014,21400454,0,63,77,2.45,0.94,140,1,2,1,1,12,6,4,1,0,1,0,5,0,1,98.1,101.5,1671.616999,1635.305432,107122
2911,Sun,OKC,DAL,Regional,2014-12-28,2014,21400455,0,51,91,0.72,2.71,142,1,3,1,2,12,6,2,2,0,1,0,4,0,0,99.6,100,1609.730112,1581.093569,43460
2912,Sun,NYK,POR,Regional,2014-12-28,2014,21400456,0,102,78,7.35,1.14,180,1,3,2,1,12,6,1,1,0,1,0,2,0,0,97.9,95.3,1653.414,1350.1949769999999,48026
2913,Sun,TOR,DEN,Regional,2014-12-28,2014,21400457,0,0,11,2.86,1.63,11,0.4843121900287131,1,0,1,12,6,0,2,0,1,0,2,0,0,100.6,97.2,1441.255402,1631.6253279999999,71494
2914,Sun,PHX,LAL,Regional,2014-12-28,2014,21400458,0,44,84,1.89,5.48,128,1,1,1,0,12,6,2,0,0,1,0,2,0,0,98.4,100.5,1362.948545,1561.303413,74605
2915,Mon,MIL,CHA,NBA TV,2014-12-29,2014,21400459,203,0,18.9,0.9,1.19,221.9,0.8273313414058814,0,0,0,12,0,0,0,0,0,1,0,0,0,97.2,98.6,1406.46939,1429.6855460000002,31114
2916,Mon,CHI,IND,Regional,2014-12-29,2014,21400460,0,468,41,3.46,1.09,509,1,2,0,2,12,0,1,3,0,0,1,4,0,0,97.2,97,1467.516428,1623.4680560000002,93930
2917,Mon,SAC,BRK,Regional,2014-12-29,2014,21400461,0,37,35,1.38,7.35,72,1,1,0,1,12,0,0,0,0,0,1,0,0,0,97,99.7,1458.261802,1421.236369,25670
2918,Mon,ORL,MIA,Regional,2014-12-29,2014,21400462,0,28,91,1.52,1.7,119,1,2,2,0,12,0,1,0,0,0,1,1,0,0,94.3,97,1478.367958,1332.453898,43085
2919,Mon,WAS,HOU,Regional,2014-12-29,2014,21400463,0,13,53,2.48,2.45,66,1,2,1,1,12,0,1,2,0,0,1,3,0,0,101.5,98.2,1631.147694,1585.585504,50031
2920,Mon,UTA,LAC,Regional,2014-12-29,2014,21400464,0,34.9,96,0.92,5.48,130.9,1,2,2,0,12,0,2,0,0,0,1,2,0,0,98.7,93.7,1641.830972,1367.530184,23200
2921,Tue,DET,ORL,Regional,2014-12-30,2014,21400465,0,39,12,1.85,1.52,51,0.8480314125013265,0,0,0,12,1,0,0,0,0,1,0,0,0,97,96.7,1315.754968,1351.330541,35533
2922,Tue,CLE,ATL,NBA TV,2014-12-30,2014,21400466,346,161,34,1.5,2.41,541,1,6,4,2,12,1,0,2,0,0,1,2,0,0,97.3,95.9,1590.117145,1511.005766,61785
2923,Tue,BRK,CHI,Regional,2014-12-30,2014,21400467,0,123,366,7.35,3.46,489,1,2,2,0,12,1,3,0,0,0,1,3,0,0,97,97,1608.160978,1479.642253,87111
2924,Tue,SAS,MEM,Regional,2014-12-30,2014,21400468,0,94,39,0.94,0.63,133,1,2,1,1,12,1,0,4,0,0,1,4,0,0,95.9,98.1,1649.131489,1661.953317,58751
2925,Tue,PHX,NOP,Regional,2014-12-30,2014,21400469,0,44,10.8,1.89,0.64,54.8,0.9403569099424912,1,1,0,12,1,1,0,0,0,1,1,0,0,95.1,100.5,1482.4152470000001,1553.9435640000002,25936
2926,Tue,WAS,DAL,Regional,2014-12-30,2014,21400470,0,42,140,2.48,2.71,182,1,2,1,1,12,1,2,2,0,0,1,4,0,0,99.6,98.2,1626.880925,1566.359992,50433
2927,Tue,LAL,DEN,Regional,2014-12-30,2014,21400471,0,196,21,5.48,1.63,217,0.8008874967371443,1,0,1,12,1,0,2,0,0,1,2,0,0,100.6,98.4,1431.548373,1374.781521,70565
2928,Tue,MIN,UTA,Regional,2014-12-30,2014,21400472,0,31,40.6,1.74,0.92,71.6,0.9031691025061525,0,0,0,12,1,0,1,0,0,1,1,0,0,93.7,98.4,1374.054292,1335.179357,32480
2929,Tue,TOR,POR,Regional,2014-12-30,2014,21400473,0,0,84,2.86,1.14,84,1,3,2,1,12,1,1,2,0,0,1,3,0,0,97.9,97.2,1659.424966,1624.911684,102132
2930,Tue,PHI,GSW,Regional,2014-12-30,2014,21400474,0,12,119,2.94,2.49,131,1,2,2,0,12,1,2,0,0,0,1,2,0,0,101,99.8,1676.023445,1204.112617,39818
2931,Wed,SAC,BOS,Regional,2014-12-31,2014,21400475,0,17,70,1.38,2.42,87,1,1,0,1,12,2,0,0,0,0,1,0,0,0,100,99.7,1392.635724,1402.06859,31862
2932,Wed,MIA,IND,Regional,2014-12-31,2014,21400476,0,72,20,1.7,1.09,92,1,2,0,2,12,2,1,1,0,0,1,2,1,0,97.2,94.3,1478.115676,1467.110513,44536
2933,Wed,NYK,LAC,Regional,2014-12-31,2014,21400477,0,91,42,7.35,5.48,133,1,3,2,1,12,2,2,1,0,0,1,3,0,0,98.7,95.3,1645.889577,1343.2427619999999,35625
2934,Wed,CHA,HOU,Regional,2014-12-31,2014,21400478,0,12.2,48,1.19,2.45,60.2,1,1,1,0,12,2,1,0,0,0,1,1,0,0,101.5,97.2,1636.550765,1398.171409,38383
2935,Wed,MIL,CLE,Regional,2014-12-31,2014,21400479,0,8,101,0.9,1.5,109,1,2,2,0,12,2,2,0,0,0,1,2,0,0,95.9,98.6,1495.905795,1448.1789720000002,48234
2936,Wed,NOP,SAS,Regional,2014-12-31,2014,21400481,0,8.9,61,0.64,0.94,69.9,1,2,1,1,12,2,4,1,0,0,1,5,0,0,98.1,95.1,1664.025686,1479.454126,82637
2937,Wed,PHX,OKC,Regional,2014-12-31,2014,21400480,0,75,73.61,1.89,0.72,148.61,1,2,2,0,12,2,2,0,0,0,1,2,0,0,100,100.5,1585.7722820000001,1548.674489,32244
2938,Thu,DEN,CHI,Regional,2015-01-01,2014,21400482,0,18,264,1.63,3.46,282,1,2,2,0,1,3,3,0,1,0,1,3,0,0,97,100.6,1611.22278,1427.193761,68168
2939,Thu,SAC,MIN,Regional,2015-01-01,2014,21400483,0,44,28,1.38,1.74,72,0.378073982227733,1,0,1,1,3,1,0,1,0,1,1,0,0,98.4,99.7,1330.768787,1406.366028,21887
2940,Fri,CLE,CHA,Regional,2015-01-02,2014,21400484,0,106,22.09090909,1.5,1.19,128.09090909,1,2,0,2,1,4,0,2,0,0,1,2,0,0,97.2,95.9,1393.588918,1500.163678,59214
2941,Fri,BRK,ORL,Regional,2015-01-02,2014,21400485,0,25,13,7.35,1.52,38,0.8049453464926244,0,0,0,1,4,0,0,0,0,1,0,0,0,97,97,1312.901222,1482.036265,29609
2942,Fri,DAL,BOS,NBA TV,2015-01-02,2014,21400486,356,133,110,2.71,2.42,599,1,1,0,1,1,4,0,2,0,0,1,2,0,0,100,99.6,1385.601393,1632.168858,72122
2943,Fri,DET,NYK,Regional,2015-01-02,2014,21400487,0,55,72,1.85,7.35,127,1,1,1,0,1,4,1,0,0,0,1,1,0,0,95.3,96.7,1330.451891,1364.9736480000001,34383
2944,Fri,HOU,NOP,Regional,2015-01-02,2014,21400488,0,47,11.3,2.45,0.64,58.3,1,2,1,1,1,4,1,1,0,0,1,2,0,0,95.1,101.5,1510.481368,1610.2466,32542
2945,Fri,WAS,OKC,Regional,2015-01-02,2014,21400489,0,69,69.5,2.48,0.72,138.5,1,3,2,1,1,4,2,2,0,0,1,4,0,0,100,98.2,1593.022843,1558.291483,32042
2946,Fri,IND,MIL,Regional,2015-01-02,2014,21400490,0,37,18,1.09,0.9,55,0.7351071218678207,0,0,0,1,4,0,1,0,0,1,1,0,0,98.6,97.2,1443.340102,1483.106246,25814
2947,Fri,PHI,PHX,Regional,2015-01-02,2014,21400491,0,13,44,2.94,1.89,57,0.7362140566682437,0,0,0,1,4,0,0,0,0,1,0,0,0,100.5,99.8,1551.183096,1199.4176630000002,25133
2948,Fri,ATL,UTA,Regional,2015-01-02,2014,21400492,0,0,31.5,2.41,0.92,31.5,0.9114057556124756,4,0,4,1,4,0,0,0,0,1,0,0,0,93.7,97.3,1370.239156,1593.06799,23942
2949,Fri,TOR,GSW,Regional,2015-01-02,2014,21400493,0,0,179,2.86,2.49,179,1,3,2,1,1,4,2,2,0,0,1,4,0,0,101,97.2,1688.934825,1609.822465,90442
2950,Fri,MEM,LAL,Regional,2015-01-02,2014,21400494,0,27,178,0.63,5.48,205,1,2,1,1,1,4,2,0,0,0,1,2,0,0,98.4,95.9,1372.560961,1650.698416,57786
2951,Sat,CHA,ORL,Regional,2015-01-03,2014,21400495,0,6,7,1.19,1.52,13,0.6209275177756554,0,0,0,1,5,0,0,0,1,0,0,0,0,97,97.2,1305.999986,1400.171848,26080
2952,Sat,BOS,CHI,Regional,2015-01-03,2014,21400496,0,37,423,2.42,3.46,460,1,2,2,0,1,5,3,0,0,1,0,3,0,0,97,100,1613.6164449999999,1381.91964,91380
2953,Sat,MIA,HOU,Regional,2015-01-03,2014,21400497,0,92,55,1.7,2.45,147,1,3,1,2,1,5,1,1,0,1,0,2,0,0,101.5,94.3,1623.005786,1449.8986400000001,40078
2954,Sat,UTA,MIN,Regional,2015-01-03,2014,21400498,0,32.2,0,0.92,1.74,32.2,0.4157883860301715,0,0,0,1,5,1,0,0,1,0,1,0,0,98.4,93.7,1320.925493,1380.243208,26137
2955,Sat,WAS,SAS,Regional,2015-01-03,2014,21400499,0,53,61,2.48,0.94,114,1,2,1,1,1,5,4,2,0,1,0,6,0,0,98.1,98.2,1669.9159630000001,1550.797877,54625
2956,Sat,MEM,DEN,Regional,2015-01-03,2014,21400500,0,9.7,11,0.63,1.63,20.7,0.7071260767423649,1,0,1,1,5,0,0,0,1,0,0,0,0,100.6,95.9,1464.2914970000002,1622.3371710000001,18758
2957,Sat,ATL,POR,Regional,2015-01-03,2014,21400501,0,39,73,2.41,1.14,112,1,6,2,4,1,5,1,0,0,1,0,1,0,0,97.9,97.3,1649.900007,1604.465634,43333
2958,Sat,PHI,LAC,Regional,2015-01-03,2014,21400502,0,20,48,2.94,5.48,68,1,2,2,0,1,5,2,0,0,1,0,2,0,0,98.7,99.8,1648.361899,1193.89022,23164
2959,Sun,DAL,CLE,Regional,2015-01-04,2014,21400503,0,45,91,2.71,1.5,136,1,3,2,1,1,6,2,2,0,1,0,4,0,0,95.9,99.6,1489.8238119999999,1641.281634,58437
2960,Sun,SAC,DET,Regional,2015-01-04,2014,21400504,0,37,35,1.38,1.85,72,0.22717941014470985,1,0,1,1,6,0,0,0,1,0,0,0,0,96.7,99.7,1381.8641710000002,1389.250342,23694
2961,Sun,BRK,MIA,Regional,2015-01-04,2014,21400505,0,23,97,7.35,1.7,120,1,2,2,0,1,6,1,0,0,1,0,1,1,0,94.3,97,1456.4506390000001,1475.301705,34300
2962,Sun,MIL,NYK,Regional,2015-01-04,2014,21400506,0,19,122,0.9,7.35,141,1,1,1,0,1,6,1,0,0,1,0,1,0,0,95.3,98.6,1321.958263,1451.0498810000001,44735
2963,Sun,TOR,PHX,Regional,2015-01-04,2014,21400507,0,0,58,2.86,1.89,58,0.8047626557325342,1,0,1,1,6,0,2,0,1,0,2,0,0,100.5,97.2,1567.066618,1594.1486630000002,54130
2964,Sun,IND,LAL,Regional,2015-01-04,2014,21400508,0,19,130,1.09,5.48,149,1,1,1,0,1,6,2,1,0,1,0,3,0,0,98.4,97.2,1377.892172,1478.2495210000002,70486
2965,Mon,CLE,PHI,Regional,2015-01-05,2014,21400509,0,116,16,1.5,2.94,132,0.7484258166076347,2,0,2,1,0,0,2,0,0,1,2,0,0,99.8,95.9,1205.107814,1482.175301,97462
2966,Mon,CHA,BOS,Regional,2015-01-05,2014,21400510,0,19.6,42,1.19,2.42,61.6,0.7955326460481099,0,0,0,1,0,0,0,0,0,1,0,0,0,100,97.2,1373.262838,1409.262056,35556
2967,Mon,DAL,BRK,Regional,2015-01-05,2014,21400511,0,99,56,2.71,7.35,155,1,1,0,1,1,0,0,2,0,0,1,2,0,0,97,99.6,1469.976353,1645.734609,45542
2968,Mon,HOU,CHI,Regional,2015-01-05,2014,21400512,0,78,393,2.45,3.46,471,1,3,2,1,1,0,3,1,0,0,1,4,0,0,97,101.5,1622.937588,1613.083498,99368
2969,Mon,NYK,MEM,Regional,2015-01-05,2014,21400513,0,132,27.1,7.35,0.63,159.1,0.8641205364534467,2,1,1,1,0,0,1,0,0,1,1,0,0,95.9,95.3,1626.334417,1315.011313,80447
2970,Mon,DEN,MIN,Regional,2015-01-05,2014,21400514,0,27,24,1.63,1.74,51,0.0731556106633602,0,0,0,1,0,1,0,0,0,1,1,0,0,98.4,100.6,1314.781644,1469.611978,21423
2971,Mon,WAS,NOP,NBA TV,2015-01-05,2014,21400515,268,74,0,2.48,0.64,342,0.9187763087686014,2,1,1,1,0,1,2,0,0,1,3,0,0,95.1,98.2,1503.3795539999999,1558.006286,28726
2972,Mon,IND,UTA,Regional,2015-01-05,2014,21400516,0,39,38,1.09,0.92,77,0.7455677766058962,0,0,0,1,0,0,1,0,0,1,1,0,0,93.7,97.2,1375.664291,1482.502301,29515
2973,Mon,LAL,POR,Regional,2015-01-05,2014,21400517,0,137,217,5.48,1.14,354,1,3,2,1,1,0,1,2,0,0,1,3,0,0,97.9,98.4,1651.5845689999999,1375.0983130000002,208516
2974,Mon,OKC,GSW,NBA TV,2015-01-05,2014,21400518,425,41.3,243,0.72,2.49,709.3,1,4,2,2,1,0,2,2,0,0,1,4,0,0,101,100,1701.391241,1577.416684,71724
2975,Mon,ATL,LAC,Regional,2015-01-05,2014,21400519,0,59,61,2.41,5.48,120,1,6,2,4,1,0,2,0,0,0,1,2,0,0,98.7,97.3,1638.535903,1615.8215539999999,42677
2976,Tue,PHX,MIL,NBA TV,2015-01-06,2014,21400520,288,43,21,1.89,0.9,352,0.3154885932574665,0,0,0,1,1,0,0,0,0,1,0,0,0,98.6,100.5,1445.739366,1571.863842,52824
2977,Tue,DET,SAS,Regional,2015-01-06,2014,21400521,0,50,83,1.85,0.94,133,1,1,1,0,1,1,4,0,0,0,1,4,0,0,98.1,96.7,1664.734247,1390.6878470000001,70144
2978,Wed,NOP,CHA,Regional,2015-01-07,2014,21400522,0,13.8,15.8,0.64,1.19,29.6,0.5905016512030193,1,0,1,1,2,0,1,0,0,1,1,0,0,97.2,95.1,1417.221476,1495.9426330000001,24971
2979,Wed,HOU,CLE,ESPN,2015-01-07,2014,21400523,1413,40,137,2.45,1.5,1590,1,3,2,1,1,2,2,1,0,0,1,3,0,0,95.9,101.5,1474.5382539999998,1619.825627,132610
2980,Wed,MIL,PHI,Regional,2015-01-07,2014,21400524,0,16,27,0.9,2.94,43,0.01219992129083038,0,0,0,1,2,0,0,0,0,1,0,0,0,99.8,98.6,1197.718569,1451.238642,70066
2981,Wed,NYK,WAS,Regional,2015-01-07,2014,21400525,0,94,40,7.35,2.48,134,0.6606405973668698,2,1,1,1,2,2,1,0,0,1,3,0,0,98.2,95.3,1561.231077,1309.909971,72945
2982,Wed,MEM,ATL,Regional,2015-01-07,2014,21400526,0,23.7,83,0.63,2.41,106.7,0.8979331744888347,5,4,1,1,2,0,0,0,0,1,0,0,0,97.3,95.9,1625.79872,1615.7321570000001,44874
2983,Wed,BOS,BRK,Regional,2015-01-07,2014,21400527,0,54,43,2.42,7.35,97,0.8052109181141439,0,0,0,1,2,0,0,0,0,1,0,0,0,97,100,1460.0025859999998,1385.774198,38787
2984,Wed,UTA,CHI,Regional,2015-01-07,2014,21400528,0,30,302,0.92,3.46,332,1,2,2,0,1,2,3,0,0,0,1,3,0,0,97,93.7,1602.276705,1408.575629,75434
2985,Wed,DET,DAL,Regional,2015-01-07,2014,21400529,0,66,85,1.85,2.71,151,1,1,1,0,1,2,2,0,0,0,1,2,0,0,99.6,96.7,1630.222912,1415.711134,70916
